created_at,id,text
975849373308420098,Mon Mar 19 21:39:55 +0000 2018,@facuquiroga4 Si voy te busco en por las calles entre el humo de marihuana legal ❤️ buena vida amigo. Manda dulce de leche
975849651478908928,Mon Mar 19 21:41:01 +0000 2018,@brandonzuluaga_ @petrogustavo La marihuana  los puso habladores
975849681245888517,Mon Mar 19 21:41:09 +0000 2018,@thecliniccl Definitivamente a este weon la marihuana le quemo las neuronas si es que alguna ves las tuvo
975849743040565249,Mon Mar 19 21:41:23 +0000 2018,"@angel_sanzc @yluminaty Es el principio activo de la marihuana. Es la parte medicinal de ella, la menos divertida, la que no te pone “high”."
975850579204411393,Mon Mar 19 21:44:43 +0000 2018,"Se necesitaría fumar aproximadamente 900 ""porros"" de marihuana para morir de una sobredosis."
975850595516059650,Mon Mar 19 21:44:47 +0000 2018,"Chicos, ya estáis viendo en Dolores los efectos de fumar marihuana continuadamente en el tiempo. #FirstDates589"
975850706069487618,Mon Mar 19 21:45:13 +0000 2018,@fersw82 Expresión de éxtasis total 😈😈
975851194743738369,Mon Mar 19 21:47:09 +0000 2018,Me dieron ganas de fumar marihuana.
975851657081782273,Mon Mar 19 21:49:00 +0000 2018,"@ThaniaVegaP Y ahora viene la siembra de marihuana, esto no para"
975851691739402240,Mon Mar 19 21:49:08 +0000 2018,@Nandeette Ensalada de marihuana
975851806210355206,Mon Mar 19 21:49:35 +0000 2018,"-lo siento nena, pero ahora, gracias a la marihuana, me he vuelto loco-"
975852380095963141,Mon Mar 19 21:51:52 +0000 2018,Es loca con la marihuana y codeina
975852795105501184,Mon Mar 19 21:53:31 +0000 2018,La marihuana huele a naco #changemymind
975852955260932098,Mon Mar 19 21:54:09 +0000 2018,"#PlanRetorno cuando el man que te gusta te dice que no soporta el olor de la marihuana ni del cigarrillo. Papi, despéguela."
975853010021703680,Mon Mar 19 21:54:22 +0000 2018,Me acaricio la cabeza y es un extasis  AHRETURBIO
975853181229035520,Mon Mar 19 21:55:03 +0000 2018,"Teneis #netflix? Pues ya tardais en ver el documental ""la leyenda del 4:20"" la #cultura #cannabica en auge. #420 #cannabis #marihuana #weed"
975854106068815872,Mon Mar 19 21:58:44 +0000 2018,Dios nos hace y la marihuana nos junta.
975854236742438913,Mon Mar 19 21:59:15 +0000 2018,@blasbaires Puro extasis...despues de 11 años
975854377243172874,Mon Mar 19 21:59:48 +0000 2018,"@LauraPundyk Lo de Popeye es una clara alusión a la marihuana, jajajajajaa"
975854862540865536,Mon Mar 19 22:01:44 +0000 2018,Creo que toda la marihuana que respiré ayer apenas me está pegando porque me estoy riendo de pura pendejada.
975855072558100483,Mon Mar 19 22:02:34 +0000 2018,Llega un olor a marihuana y todos empiezan a aspirar la nariz. 😂😂
975855099368046592,Mon Mar 19 22:02:40 +0000 2018,No les ha pasado que se están rascando el oído con un hisopo y se les queda el algodón adentro en pleno extasis?
975855277735104512,Mon Mar 19 22:03:23 +0000 2018,Ni putas ni fama un bolson marihuana!
975856033473220608,Mon Mar 19 22:06:23 +0000 2018,@Airam96_ Twitter es como un zoo donde a los animales les han pasado extasis en la comida .... locos y muchos
975856127291330561,Mon Mar 19 22:06:45 +0000 2018,Qué asco el olor del papelillo cuando lo quemai y no tiene marihuana.
975856240076181505,Mon Mar 19 22:07:12 +0000 2018,"Las noches de Netflix con marihuana morada, la garantía de ser el sol de mi luna enamorada🎵"
975856319482736640,Mon Mar 19 22:07:31 +0000 2018,"Estar contigo es lo único que me calma, es como fumas marihuana"
975856456821026816,Mon Mar 19 22:08:04 +0000 2018,"Buen alcohol y buena marihuana, fiesta to' los fines de semana, tamos trabajando pico y pala, yo nunca lo dejo pa' mañana..."
975856630414827521,Mon Mar 19 22:08:45 +0000 2018,Interesante el programa de @marcuslemonis sobre la marihuana
975856740028895233,Mon Mar 19 22:09:12 +0000 2018,"Como nos hemos quedado sin tilas, me estoy tomando un té de marihuana para dormir, trucazos"
975856778582872078,Mon Mar 19 22:09:21 +0000 2018,@Shtrengate Tu si no estás perdida estás en éxtasis
975857068518363138,Mon Mar 19 22:10:30 +0000 2018,Me aprendí Daddy Issues en el piano y estoy enviando éxtasis ahre que i suck
975857420743397378,Mon Mar 19 22:11:54 +0000 2018,@LaLuciernaga Ay no es Q pachito y su marihuana quien escucha 👂 a pachito me da pena ajena
975857776382660609,Mon Mar 19 22:13:19 +0000 2018,"1,000 seguidores y no puedo encontrar un dealer de marihuana en la ciudad de Masaya"
975857979860881408,Mon Mar 19 22:14:07 +0000 2018,Alguien que me explique por que huele a marihuana en Forever 21
975858558720978948,Mon Mar 19 22:16:25 +0000 2018,"Verga, me compre una nieve de limón y me está sabiendo a marihuana JAJAJA."
975859663483916288,Mon Mar 19 22:20:49 +0000 2018,@Maribolika O en Los Andes con marihuana
975859800092295168,Mon Mar 19 22:21:21 +0000 2018,@javioliveira Si te llamaras marihuana probablemente te creería
975859836410826762,Mon Mar 19 22:21:30 +0000 2018,Primer dia de playa y el choclero me ofrecio comprar marihuana 😐😐
975860255627333633,Mon Mar 19 22:23:10 +0000 2018,Cambié él amor por la marihuana
975860409289887745,Mon Mar 19 22:23:46 +0000 2018,Madremia ke pestazo a marihuana creo que sudo marihuana
975860634616201216,Mon Mar 19 22:24:40 +0000 2018,"Hoy una compañera de SEPTIMO GRADO de mi primo llevo marihuana a la escuela, me imagino cuando sea más grande esa nena"
975861052847030279,Mon Mar 19 22:26:20 +0000 2018,"Excesos de cama, rock y marihuana se quiso quedar."
975861253452136448,Mon Mar 19 22:27:08 +0000 2018,Es loca con la marihuana y codeína
975861266962149379,Mon Mar 19 22:27:11 +0000 2018,"pide, hace lo que te de la gana, bellaquea si fuma marihuana"
975862771702263808,Mon Mar 19 22:33:10 +0000 2018,"Estuve en Uruguay, un país que tiene aborto y marihuana legal. No vi a nadie yendo corriendo a abortar para poder seguir fumando marihuana"
975862839775776770,Mon Mar 19 22:33:26 +0000 2018,Es loca con la marihuana y codeina 💉
975862935246516226,Mon Mar 19 22:33:49 +0000 2018,@giuliochi16 La marihuana por el amor
975863706713231360,Mon Mar 19 22:36:53 +0000 2018,"Necesito marihuana, lo he dicho."
975863830201946112,Mon Mar 19 22:37:22 +0000 2018,A veces me siento tan incómodo con gente que me pregunto si debería de estar solo o son paranoias mías por culpa de la marihuana
975864375553744897,Mon Mar 19 22:39:32 +0000 2018,"Montecarlo: en un megaoperativo, la Policía decomisó marihuana y ... - Misiones OnLine"
975864453458808833,Mon Mar 19 22:39:51 +0000 2018,Es loca con la marihuana y codeína
975864462199672832,Mon Mar 19 22:39:53 +0000 2018,@canalN_ Igual ya los tiene la prensa...q diferencia hay...es como legalizar la marihuana
975864776504102912,Mon Mar 19 22:41:08 +0000 2018,"El problema no es que fumes marihuana, el problema es que le robas a tu maí para hacerlo."
975864888349396992,Mon Mar 19 22:41:34 +0000 2018,"El problema no es que fumes marihuana, el problema es que le robas a tu may para hacerlo."
975865960493146112,Mon Mar 19 22:45:50 +0000 2018,@DementeYT es verdad q cambiaste el paco y lq marihuana importada por el fornite? :((
975866424659992576,Mon Mar 19 22:47:41 +0000 2018,¿Alguien sabe si hace daño consumir marihuana si se está en tratamiento con isotretinoina? El primo de un amigo necesita saber.
975866449335128064,Mon Mar 19 22:47:46 +0000 2018,"Ya no quiere amor, quiere marihuana. Tiene roto el corazon, ahora se pasa en mi cama."
975866933903060992,Mon Mar 19 22:49:42 +0000 2018,"@HDinosaurio Ella fumó una vez marihuana 😢 mala mujer, ahora su hijita es adicta por su culpa 😢 tanto dolor! No es justo 😭 jajajajaja"
975867151159648262,Mon Mar 19 22:50:34 +0000 2018,Melendi es el mejor ejemplo de que no hay que dejar la marihuana xd
975867231145021441,Mon Mar 19 22:50:53 +0000 2018,"Dice q se va toda mojada, mira mi perfil para no perderse de nada, quiere que le tire todo el humo de mi marihuana 🎵"
975867558724362241,Mon Mar 19 22:52:11 +0000 2018,No podés hablar de otra cosa que no sea de marihuana le dice mi mamá a mi hermano jajajajajajaja
975868633929928706,Mon Mar 19 22:56:27 +0000 2018,Es loca con la marihuana y  codeína se pone bellaca y se me trepa encima ella tiene todo lo que me dominaaa
975869006967078914,Mon Mar 19 22:57:56 +0000 2018,"bueno quièn copea en Medejean para quedarnos en un motel con codeina, ron y marihuana? pls RT"
975869117470298112,Mon Mar 19 22:58:23 +0000 2018,"Yo nunca he tenido suerte, nah, ya ni creo en el amor, mi mujer es la marihuana"
975869329794387978,Mon Mar 19 22:59:13 +0000 2018,@franco_sv07 fui hoy y estaban fumando marihuana...y yo no estoy de acuerdo con esas cosas
975869443254489088,Mon Mar 19 22:59:40 +0000 2018,Con un cartón con un papel yyyyYYYyyyYtyyYyy fumando marihuana
975870141295661056,Mon Mar 19 23:02:27 +0000 2018,es loca con la marihuana
975870150556704771,Mon Mar 19 23:02:29 +0000 2018,La drogas me dejaron tonto pero de pronto sigo mi camino ah veces fumo marihuana no puedo levarme ah la mañana🎼
975870295528615938,Mon Mar 19 23:03:03 +0000 2018,@MauroBuenoR Primero la marihuana bien y luego miramos ahi derecho lo demás.
975870358996865025,Mon Mar 19 23:03:19 +0000 2018,"Como queda dedicarse a planta marihuana, trabajar de eso"
975870417847111681,Mon Mar 19 23:03:33 +0000 2018,Cambie el amor por la marihuana
975870740275875840,Mon Mar 19 23:04:49 +0000 2018,@MarcoAnibal Solo el potencial de mercado canadiense para la marihuana es de $5.000 millones de dólares. Es una gran oportunidad comercial
975871437146873856,Mon Mar 19 23:07:36 +0000 2018,En éxtasis LOVE THALIA BRASIL @thalia
975871551588458497,Mon Mar 19 23:08:03 +0000 2018,Le ofrezco marihuana y se me queda mirando
975871852030676992,Mon Mar 19 23:09:15 +0000 2018,Fumar rica marihuana y amanecer con el más lindo en mi cama
975871977893384192,Mon Mar 19 23:09:45 +0000 2018,"Q aficion tan maravillosa tenemos!!! La tribuna exploto en extasis con el gol, estamos en la Gloria!!!"
975871983132053505,Mon Mar 19 23:09:46 +0000 2018,ya ni creo en el amor mi mujer es la marihuana
975872139596312577,Mon Mar 19 23:10:23 +0000 2018,"La bebesita bebe lean y bebe whisky, fuma marihuana y también se mete picky"
975872156893630470,Mon Mar 19 23:10:27 +0000 2018,La mina del vídeo desesperada por la marihuana era yo.
975872227785822208,Mon Mar 19 23:10:44 +0000 2018,Fui yo la que fumo marihuana JAJAJAJA
975872289530089474,Mon Mar 19 23:10:59 +0000 2018,Está circulando un vídeo que publicita al Ecuador como país donde la marihuana es barata.
975872552487870466,Mon Mar 19 23:12:02 +0000 2018,"@LautaroCarc7 @Daaiberino Ella hablaba de la plantita de burrito, no de marihuana"
975873108119781377,Mon Mar 19 23:14:14 +0000 2018,"Estat contigo es lo único que me calma, es como fumar marihuana..."
975873425859280897,Mon Mar 19 23:15:30 +0000 2018,Cambie el amor por la marihuana 🎶🎼
975873812142153728,Mon Mar 19 23:17:02 +0000 2018,@DivisionDeAriza La marihuana tiene loco ese pirobo
975874029654601729,Mon Mar 19 23:17:54 +0000 2018,"Quiere que le tire el humo de mi marihuana, mientras se lo hago estoy pensando en la bahamas ✊🎶🎶"
975874315022413824,Mon Mar 19 23:19:02 +0000 2018,"@elsiglocomve q fumen marihuana, de esa se consigue mucha y es el remedio original"
975874335113129985,Mon Mar 19 23:19:07 +0000 2018,@ClausewitzCol @stultaviro @ghitis @IvanDuque @petrogustavo Les quitaron la ración de marihuana y se las cambiaron por bazuco?
975874577418080261,Mon Mar 19 23:20:04 +0000 2018,Quiere que le tire el humo de mi marihuana
975874916015853569,Mon Mar 19 23:21:25 +0000 2018,Yo le dije que si que le iba a explotar la nota como si fuese extasis 🎶🔥
975875126959931394,Mon Mar 19 23:22:15 +0000 2018,Huele a coco channel y marihuana.
975875149026258944,Mon Mar 19 23:22:21 +0000 2018,Un día de estos haré un thread sobre mil maneras de fumar marihuana. Empezando con una manzana.
975875644541239296,Mon Mar 19 23:24:19 +0000 2018,"Excesos de cama, rock y marihuana, se quiso quedar"
975875713411756032,Mon Mar 19 23:24:35 +0000 2018,"Es loca con la marihuana y codeína, se pone bellaca y se me trepa encima"
975875871742615552,Mon Mar 19 23:25:13 +0000 2018,"Quiere que le tire el humo de mi marihuana, mientras se lo hago estoy pensando en la bahamas ✊🎶🎶."
975875997135450114,Mon Mar 19 23:25:43 +0000 2018,Es loca por la marihuana y codeína
975876404045852673,Mon Mar 19 23:27:20 +0000 2018,Cambie el amor por la marihuana
975876842094841856,Mon Mar 19 23:29:04 +0000 2018,@BlueLeaves_ La marihuana prenatal ha acabado con más vida que el caballo.
975877105610313733,Mon Mar 19 23:30:07 +0000 2018,Ustds que saben de marihuana si no han probado el gran repertorio de mj cultivada indoor 🤫
975877149373628416,Mon Mar 19 23:30:17 +0000 2018,"No puede ser, salir hacer tramites con tu hija y que la alameda de ovalle este lleno de pendejos fumando marihuana👊👊👊👊"
975877520091418627,Mon Mar 19 23:31:46 +0000 2018,Rap y marihuana 24/7 👽🍁🎤🎶🎧.
975877555625578497,Mon Mar 19 23:31:54 +0000 2018,"Como marihuana pa mí son tus besos, un vicio cabrón"
975877789520973824,Mon Mar 19 23:32:50 +0000 2018,"🎶 Éxtasis, todo el tiempo vivo en éxtasis , una forma de amor , un remedio de ser feliz 🎶"
975878002050588672,Mon Mar 19 23:33:41 +0000 2018,@JaimeCastroC tiene dr. Castro el numero de consumidores coca en USA distinto de consumo marihuana legal?
975878011412246528,Mon Mar 19 23:33:43 +0000 2018,"Dice el doctor que no fume marihuana, que me hace daño que es una hierva muy mala 🎵"
975878249795420160,Mon Mar 19 23:34:40 +0000 2018,Cambié el amor por la marihuana 🎶🎶
975879772696924160,Mon Mar 19 23:40:43 +0000 2018,o no tener los ojos como si me hubiera fumado toda la marihuana del país.
975879997020954624,Mon Mar 19 23:41:36 +0000 2018,@flacouture Bajarán considerablemente las ventas de marihuana en nuestro país
975880153376149505,Mon Mar 19 23:42:14 +0000 2018,24 horas sin fumar marihuana
975880439004057600,Mon Mar 19 23:43:22 +0000 2018,@raulmelamed Usted dijo qué sólo los emfermo fuma marihuana...?? En el Repasador. De Julian Crosco...!?? 😊😊
975880472000688129,Mon Mar 19 23:43:30 +0000 2018,"Sin ánimo de polarizar, ¿por qué la marihuana no es legal?"
975880642679463936,Mon Mar 19 23:44:10 +0000 2018,"@flacouture @EsLoQueHay91 Claro que si, entregó excelentes resultados de la siembra de cocaína y marihuana a los EE. UU."
975880852164022273,Mon Mar 19 23:45:00 +0000 2018,"Me invita a su cama, quiere fumar marihuana"
975880892790034432,Mon Mar 19 23:45:10 +0000 2018,Ninguna marihuana señor presidente......el chelo.
975881472526733313,Mon Mar 19 23:47:28 +0000 2018,"Ríete de esta vida de marihuana de porcelana, todo es tan frágil, todo es tan ágil que viene y va"
975881766870355968,Mon Mar 19 23:48:38 +0000 2018,Mira mi perfil para no perderse de nada quiere que le tire el humo de mi marihuana mientras se lo hago estoy pensado en las Bahamas
975881773652594690,Mon Mar 19 23:48:40 +0000 2018,@ferbelaunzaran Ya ves @ferbelaunzaran ? Por eso no es buena la despenalización de la marihuana!
975881795827851264,Mon Mar 19 23:48:45 +0000 2018,@marucita__ La sangre de drago... El ungüento de coca...  La pomada de marihuana 😂😂😂
975881920448991233,Mon Mar 19 23:49:15 +0000 2018,"Me gusta la lluvia me gustasss tu, me gusta marihuana me gustas tu."
975882551666663424,Mon Mar 19 23:51:45 +0000 2018,@tusputxsmuertxs *insertar imagen de alex nema subiendo una montaña de marihuana
975882698135883776,Mon Mar 19 23:52:20 +0000 2018,"No mamá, no estoy fumando marihuana, son mis inciensos. &lt;3"
975883192577286145,Mon Mar 19 23:54:18 +0000 2018,"Ríete de esta vida de porcelana, de marihuana, todo es tan frágil todo es tan ágil que viene y va ~"
975883699194654721,Mon Mar 19 23:56:19 +0000 2018,Cambio el amor por la marihuana
975883915058733056,Mon Mar 19 23:57:11 +0000 2018,después del baile yo te llevo beba..  llevo marihuana y pastillitas nuevas
975885142949588992,Tue Mar 20 00:02:03 +0000 2018,"Ya no quiero amor,quiero marihuana y un avión de rica para mover toda la semana."
975885153183481856,Tue Mar 20 00:02:06 +0000 2018,"Por cierto la OMS, declaro que la marihuana no se califica como droga :)"
975885294066192386,Tue Mar 20 00:02:39 +0000 2018,@JimenezVaron @Popeye_leyenda Jajajaj estos Petristas cada día más me convenzo que la marihuana es su inspiración
975885325770919938,Tue Mar 20 00:02:47 +0000 2018,"No fumo mas marihuana, lo juro  Por que estamos en 2018, y por que las promesas no se cumplen"
975885607745544192,Tue Mar 20 00:03:54 +0000 2018,El capitulo de Merli y la marihuana es re really ¿?¿¿¿?? Ni tomándote 20 pepas y 10 poncheras de ácido logras ese efecto
975886057534304261,Tue Mar 20 00:05:41 +0000 2018,@Cecil_Avendano Me gustó la parte del extasis
975886302775332866,Tue Mar 20 00:06:40 +0000 2018,"Si las cuatro y veinte es la hora para fumar marihuana, ¿las dos y media es la hora de caerse a pases?"
975886333913849857,Tue Mar 20 00:06:47 +0000 2018,Fuma marihuana y también se mete picky🎵😏
975886815667326976,Tue Mar 20 00:08:42 +0000 2018,"@12_sanchez12 El cartel de la piscina, unos guardias de seguridad, un gnomo con éxtasis y un caliz para la sangre de cristo 😂😂"
975886933175029760,Tue Mar 20 00:09:10 +0000 2018,Sturla opinando de marihuana hace que parezca que los twitteros son gente que habla con criterio
975887106861039616,Tue Mar 20 00:09:52 +0000 2018,"Es loca con la marihuana y codeína , se pone bellaka y se me trepa encima🎵"
975887226650361856,Tue Mar 20 00:10:20 +0000 2018,Send marihuana!!
975887528304758784,Tue Mar 20 00:11:32 +0000 2018,"@PAOLACELISE @JorgeFernandoGC Espero que en la demanda que me vas a poner, coloques que Petro promovió la marihuana!."
975887769535950848,Tue Mar 20 00:12:30 +0000 2018,El diablo toca mi puerta y su éxtasis significa para mí la devoción a la carne y hedonismo sideral.
975888279504646149,Tue Mar 20 00:14:31 +0000 2018,"Yo sé que es así, yo sé que él no me ama Solo en la noche me llama Me invita a su casa Quiere fumar marihuana, quiere llevarme a su cama ✨"
975888448002371584,Tue Mar 20 00:15:11 +0000 2018,@Rodriguez4Mario @Agospontet Ah loco! Si estás no consumimos extasis 😂
975888453916381184,Tue Mar 20 00:15:13 +0000 2018,"@LadyAbanicos Mis aficiones son algo negativas para mí. Beber, fumar marihuana y follar. Está última no es mala. - Se rió con alegría.-"
975889306748444674,Tue Mar 20 00:18:36 +0000 2018,Dos goles en 10 minutos. Entre en éxtasis
975889509417144320,Tue Mar 20 00:19:24 +0000 2018,"Excesos de cama, rock y marihuana, se quiso quedar. 🎧"
975889590878982144,Tue Mar 20 00:19:44 +0000 2018,Mi padrastro creyo que me habia ganado 3 plantas d marihuana
975889814347288583,Tue Mar 20 00:20:37 +0000 2018,"las noches de netflix, con marihuana morada"
975889865345765382,Tue Mar 20 00:20:49 +0000 2018,"Ya tuve suficiente desgaste físico, y olor de marihuana hasta los próximos 8 meses."
975890021088747520,Tue Mar 20 00:21:26 +0000 2018,Me re chupe esta tarde no me podía componer jajaja experiencia de comprar marihuana echa ya soy yo jajaja
975890352682012673,Tue Mar 20 00:22:45 +0000 2018,#HayGenteQueNoSeDaCuenta entre cilantro perejil parra y marihuana
975890588955496448,Tue Mar 20 00:23:42 +0000 2018,pila de marihuana
975890604583419905,Tue Mar 20 00:23:45 +0000 2018,Es loca con la marihuana y la codeina
975891143136247808,Tue Mar 20 00:25:54 +0000 2018,o sea el agua potable de los grifos no la marihuana
975892159491604481,Tue Mar 20 00:29:56 +0000 2018,@ignaciojfk Jajajaja es raro “pack” pense que era algo como de marihuana o no se jajaj que idiota me siento
975892322402668545,Tue Mar 20 00:30:35 +0000 2018,"Otro golpe al narcotráfico en Corrientes. Incautaron 4 toneladas de marihuana durante el ""Operativo Tormenta"""
975892473573707778,Tue Mar 20 00:31:11 +0000 2018,"Oye perro me fumo un cerro de marihuana  Y hip hop , mi familia es lo que quiero.....: estoy escuchando a Mamborap"
975893237310349312,Tue Mar 20 00:34:13 +0000 2018,Es loca con la marihuana y codeinaaaa
975893515879272449,Tue Mar 20 00:35:20 +0000 2018,@JimenezVaron Exceso de marihuana por estos lados
975893852367327233,Tue Mar 20 00:36:40 +0000 2018,"Vamos a fumar marihuana, aunque sabes que yo soy sano, pero sería bueno estar drogado con la mujer que amo"
975893933657075713,Tue Mar 20 00:36:59 +0000 2018,buen alcohol y buena marihuana
975894110409232384,Tue Mar 20 00:37:41 +0000 2018,La marihuana no es para gente débil que no se banca la realidad
975894160661270535,Tue Mar 20 00:37:53 +0000 2018,"@antoniamarin @kcatarsiss Perdón pero mi cuerpo no es para alcohol, drogas o inyectarme marihuana. Es para rezarle al señor"
975894676677984256,Tue Mar 20 00:39:56 +0000 2018,Cambie el amor por la marihuana😏 🎶
975894849324048385,Tue Mar 20 00:40:37 +0000 2018,@anitamariaAn @mincombolivia De silo y la marihuana pobre señor
975895008904654848,Tue Mar 20 00:41:16 +0000 2018,Mis versos valen kilos de marihuana
975895027477032961,Tue Mar 20 00:41:20 +0000 2018,Ya no quiero amorr quiero marihuana
975895046884032513,Tue Mar 20 00:41:25 +0000 2018,"Traje una space y marihuana, hasta las 6 chingamos hasta mañana 🕧"
975895237716410368,Tue Mar 20 00:42:10 +0000 2018,Llevame a la luna sin fumar marihuana.
975895562582183938,Tue Mar 20 00:43:28 +0000 2018,Buen alcohol y buena marihuana
975896084907200513,Tue Mar 20 00:45:32 +0000 2018,"Chupada relaciones una piedra de marihuana con los bloques de rastis de mí sobrino y le dije BLOQUE de marihuana,  tentada x 100pre"
975896357469790210,Tue Mar 20 00:46:37 +0000 2018,es loca con la marihuana y la codeina
975896691483271168,Tue Mar 20 00:47:57 +0000 2018,"Y después del baile yo te llevo beba, llevo marihuana y pastillitas nuevass"
975896709015441408,Tue Mar 20 00:48:01 +0000 2018,"CITA Y RESPONDE ¿Has probado la marihuana, si tu respuesta es no, ¿te gustaría hacerlo? #3MillonesDeElefanticos"
975897015572946951,Tue Mar 20 00:49:14 +0000 2018,"@LadyAbanicos Te enseñaré, te va a encantar la marihuana. - Sonríe de oreja a oreja.-"
975897179318562817,Tue Mar 20 00:49:53 +0000 2018,"Me invita a su casa, quiere fumar marihuana y quiere llevarme a su cama..."
975897588179394560,Tue Mar 20 00:51:30 +0000 2018,Induciéndome el coma con ansiolíticos y marihuana.
975897650427060225,Tue Mar 20 00:51:45 +0000 2018,"@ColombiaEnPaz5 @LaSinEstilo @petrogustavo JAJAJAJAJAJAJA ""colombia marihuana""."
975897752625385473,Tue Mar 20 00:52:10 +0000 2018,"La marihuana tiene un olor particular, huele a pobreza, ignorancia, problemas psicológicos, falta de la figura paterna, a traumas."
975897774335102976,Tue Mar 20 00:52:15 +0000 2018,Es loca con la marihuana y la codeína
975897791569555456,Tue Mar 20 00:52:19 +0000 2018,"@trinitr0tolueno por eso solo si son ventanas largas, generalmente el efecto de la marihuana me dura como una hora a lo más"
975897947635421184,Tue Mar 20 00:52:56 +0000 2018,Cambié tu amor por la marihuana
975898116783263745,Tue Mar 20 00:53:37 +0000 2018,Es loca con la marihuana y codeina
975898131551440896,Tue Mar 20 00:53:40 +0000 2018,@JuanMarinoTPR @Daiana_Asquini Es similar a lo que sucede con la marihuana.
975898352566095874,Tue Mar 20 00:54:33 +0000 2018,@paulalopezh1 @lucianoearavena @sebastianpinera de marihuana???
975898771614728192,Tue Mar 20 00:56:13 +0000 2018,Niño marihuana con los ojos de Taiwán
975898912853807105,Tue Mar 20 00:56:46 +0000 2018,@conoloracigarro La de mucha marihuana esta bien romántica tmb
975898953068765184,Tue Mar 20 00:56:56 +0000 2018,@lautaro_martyn Me reucerda a los que te tienen que decir que fuman marihuana cada vez que pueden
975899097533177857,Tue Mar 20 00:57:30 +0000 2018,Cambié el amor por la marihuana
975899545623285761,Tue Mar 20 00:59:17 +0000 2018,"@HDinosaurio Mi mama fumaba marihuana (aun lo hace), AHORA ENTIENDO TODO"
975899619287846913,Tue Mar 20 00:59:35 +0000 2018,Mi papá: que mierda haces? Mi mamá: vos fuma Mi papá: si marihuana fumo 😂lo amo señores😂❤
975899683334782976,Tue Mar 20 00:59:50 +0000 2018,"Es más adictiva que la marihuana, eso se lo puedo asegurar."
975899875362697216,Tue Mar 20 01:00:36 +0000 2018,@LadyAbanicos Mejor para mí que me vas a acompañar en esta velada llena de marihuana para ambos.
975899942563799040,Tue Mar 20 01:00:52 +0000 2018,Es loca con la marihuana y codeina se pone bellaka y se me trepa encima 🎵
975900016945528834,Tue Mar 20 01:01:10 +0000 2018,Será fumar marihuana porque que más...
975900316280479746,Tue Mar 20 01:02:21 +0000 2018,Que no quiero dramas y por eso rolo un finisito'e marihuana.
975900604840148992,Tue Mar 20 01:03:30 +0000 2018,Cambie el amor por la marihuana
975900628697468930,Tue Mar 20 01:03:35 +0000 2018,- verga huele a quemao raro no es basura es.. - ay hija si eres inocente no distingues el olor del tabaco - yo iba a decir marihuana pero ok
975900684154556417,Tue Mar 20 01:03:49 +0000 2018,Me gusta marihuana me gustas Tu 😆🎶
975900742627323904,Tue Mar 20 01:04:03 +0000 2018,"@LadyAbanicos Efectivamente, la marihuana une a las personas, cariño."
975900764102168577,Tue Mar 20 01:04:08 +0000 2018,Es loca con la marihuana y codeina
